TEI,TEO,TCI,TCO,Heat,FWC,FWE
56.18,51.82,66.29,72.22,30.58,267.6,216.8
57.24,52.92,85.37,91.43,36.93,268.5,217.5
45.74,41.5,69.24,75.3,42.791,269.4,214.8
50.2,42.28,66.58,75.95,55.324,267.8,214.9
55.4,48.33,85.33,94.01,53.21,267.4,215.9
58.06,53.04,72.35,78.9,26.95,260.3,216.8
45.53,41.17,69.16,75.34,43.202,269.6,215.6
43.69,42.07,65.06,68.78,33.522,269.4,214
51.14,46.08,65.72,72.8,56.607,268.9,215.1
56.14,51.94,65.84,71.61,30.23,267.2,215.5
51.18,46.33,64.9,71.24,35.43,270.3,215
49.91,45.88,75.75,81.56,36.36,267.1,216.2
55.4,51.57,65.84,71.28,29.57,267.3,215
47.58,42.52,66.29,73.17,47.773,268.5,215.4
48.97,41.7,63.83,72.51,46.85,267,215.5
64,57.1,78.04,85.45,11.1,268.7,215.2
51.26,42.44,69.61,79.76,51.42,265.5,216.6
61.34,52.27,75.62,86.02,54.45,265,215.4
56.95,52.72,75.42,81.35,35.63,267.3,215.3
50.85,46.21,64.45,70.71,36.542,269.1,216
57,52.8,85.16,91.06,37.67,268.5,213.9
47.78,43.05,82.34,89.01,53.597,270.4,213.7
49.42,43.01,67.23,74.64,24.58,266.8,215.1
48.48,46.9,66.29,69.85,29.464,272.3,214.8
60.97,52.02,75.5,85.9,56.59,264.2,215.7
42.91,41.91,61.95,65.18,33.903,271.2,214.9
50.98,46.7,76.2,82.13,37,270.6,215.5
61.79,52.51,75.99,86.72,58.73,265,216.5
45.78,41.09,71.16,77.63,42.504,269.1,216.8
52.9,47.84,75.3,81.85,34.12,267.6,215.3
55.85,50.67,66.21,72.31,19.17,274.5,215
59.86,52.39,85.33,94.29,50.1,266.5,216.1
49.01,47.48,85.74,89.38,32.93,271.8,216.4
47.25,42.03,82.38,89.58,54.59,267.2,215
47.09,42.28,64.9,71.41,41.173,267.7,214.5
48.27,47.43,75.05,78,26.939,270.4,215.7
43.97,42.4,80.09,83.85,36.817,270.1,214.1
47.99,47.11,75.09,78.16,30.342,269.6,215.3
60.48,52.43,85.49,95.07,57.86,266.4,214.7
48.11,47.15,75.58,78.65,27.814,269.7,215.3
58.43,51.49,70.02,78.41,43.32,264.4,215.1
43.89,42.4,80.09,83.81,38.259,271.1,214.2
48.48,42.48,82.79,90.53,50.76,266.2,214.2
45.53,41.13,69.28,75.42,40.239,268.8,214.9
53.72,51.82,64.53,68.21,21.29,268.7,216.3
61.21,52.18,75.54,85.98,57.95,264.3,214.3
46.39,42.19,80.13,86.23,43.66,267.3,215
56.95,52.63,75.83,81.93,39.7,266.9,214.7
49.05,47.48,85.21,88.89,33.3,269.7,214.2
51.8,47.76,85.94,91.59,31.69,267.4,214.5
45.94,41.87,80.21,86.27,43.56,266.2,216.6
48.85,41.66,63.91,72.47,45.84,268.1,215.6
47.58,43.42,80.99,87.09,46.47,268.6,214.6
53.23,52.47,75.09,77.92,23.5,267,215.2
45.86,41.17,71.16,77.63,42.3,267.2,215.2
45.86,41.58,69.07,75.17,43.23,269,214.3
52.41,47.97,73.21,79.27,33.72,266.7,215.1
56.38,52.06,75.5,81.52,35.36,266.4,215.4
51.22,42.4,69.61,79.76,53.28,264.8,214.7
50.32,46.16,75.67,81.81,48.8533,269.2,214.3
45.24,43.01,63.14,67.35,31.288,266.8,215.3
46.92,42.81,80.99,86.96,43.28,269.3,214.9
51.3,47.23,85.29,91.1,37.25,267.9,214.5
60.84,60.91,59.25,59.61,1.682E-45,3.868E-45,3.097E-45
51.67,42.52,70.71,81.27,57.82,266.3,216.8
50.73,46.53,76.07,82.01,37.09,269.7,217.4
60.48,52.47,85.53,95.11,56.46,266.2,216.4
48.11,46.86,64.73,67.92,24.106,271.1,215.7
56.26,51.9,66.25,72.06,29.44,269.3,214.4
62.07,54.19,85.7,94.91,45.38,266.3,216.9
51.63,42.85,72.14,82.17,53.83,268.8,216
46.39,42.23,80.09,86.15,45.33,270,215.4
45.78,41.46,69.03,75.21,45.811,269.6,214.1
50.73,46.7,75.01,80.78,36.02,267.4,215
61.09,53.7,75.87,84.92,55.26,267,217.1
56.26,47.19,75.91,86.47,59.14,265.1,216.5
43.61,42.07,80.78,84.55,38.373,270.9,214.4
51.92,47.8,85.41,91.43,44.55,268.2,214.1
53.15,52.39,75.09,77.92,23.82,267.4,214.8
54.83,47.52,84.84,93.72,56.22,268.8,215.3
50.24,46.25,75.75,81.52,37.08,266.9,214.8
60.68,52.31,75.95,85.65,47.34,265.9,217.6
48.23,47.27,75.54,78.65,29.3,268.5,214.3
56.71,48.09,75.99,86.06,59.39,267.9,215.9
59.12,52.02,70.63,79.1,40.79,264.3,215.4
46.23,41.78,63.26,69.4,38.22,267.4,214.3
47.17,42.28,65.06,71.61,41.658,269.2,214.5
48.6,47.35,66,69.15,22.57,270.5,214.9
51.18,46.33,64.86,71.24,35.68,270.2,216.3
46.64,43.59,82.09,86.92,31.42,270.2,215.9
42.95,42.03,61.79,64.98,33.917,270.5,216.3
45.57,41.21,69.16,75.3,42.099,269.9,215.4
48.23,42.81,67.07,74.23,47.091,268.1,215.4
56.3,51.94,85.7,91.84,38.26,267.7,217.3
62.24,54.56,85.49,94.29,38.99,267.3,215.6
43.4,42.15,69.36,72.8,34.857,271.1,213.6
58.31,53.41,68.21,74.64,35.09,268.9,215.9
45.53,41.17,69.16,75.38,45.902,269.3,214.2
61.25,52.06,75.83,86.51,59.39,264.2,216
50.2,42.73,77.92,86.43,36.87,268.1,214.4
56.34,47.8,71.08,80.95,53.12,268.1,216.6
50.49,46.12,66.04,71.9,34.77,275.4,216.1
50.73,46.57,76.07,82.05,42.13,270.7,216.1
56.67,52.55,74.93,80.66,31.35,266.9,215.1
48.15,42.93,75.01,81.93,46.93,270.2,214.5
49.01,47.48,85.74,89.38,32.76,271.1,216
51.92,45.1,80.17,88.19,38.04,268.7,215
53.43,52.06,62.52,65.67,18.07,270.7,216.4
51.92,42.64,70.75,81.48,62.39,266.5,215.7
60.52,53.49,80.74,88.36,15.75,268.5,214.6
53.39,52.1,85.16,88.56,30.16,268.9,215
45.9,41.17,71.2,77.67,42.921,268.3,214.3
45.74,41.46,69.16,75.3,44.06,268.7,214.8
49.01,47.39,85.33,89.26,40.944,270.1,216
50.89,42.64,67.56,77.14,53.65,269.9,216.5
53.43,48.58,78.45,85.2,51.485,270.2,215.1
49.05,46.82,65.72,69.81,29.082,270.6,214.8
43.2,42.23,61.21,64.28,28.621,270.5,214.2
56.42,52.39,74.44,80.17,35.63,268.6,214.8
56.79,52.63,85.08,90.94,36.94,268.1,214
44.34,42.15,67.44,71.65,36.829,272.2,213.8
61.42,52.31,75.75,86.15,51.19,263.9,215.5
43.89,42.36,80.09,83.81,35.801,270.3,215.5
51.59,47.43,85.78,91.84,43.67,268.9,216.2
53.6,52.84,78,80.95,28.201,266.4,214.8
56.95,50.1,75.3,83.89,56.27,265.7,214.5
59.04,51.94,70.51,79.02,42.66,265.1,216
51.71,47.64,85.33,91.26,40.04,267.6,216.4
56.3,51.94,66.29,72.14,30.16,269.3,215.4
50.94,46.49,86.8,93.15,46.563,269.4,216
46.23,42.32,80.09,85.94,44.01,268.7,215.2
56.63,49.44,85.25,94.01,55.52,268,214.3
55.32,48.25,85.33,94.05,55.01,267.7,216.1
57.36,52.8,80.5,86.8,46.35,275.3,216.2
60.68,52.39,75.83,85.41,37.07,258.6,216.1
51.06,44.12,74.72,82.46,23.29,268.1,214.2
56.95,52.63,85.33,91.3,35.45,268.9,215.9
52.7,44.73,70.79,79.92,52.62,273.7,214.7
45.49,41.13,69.16,75.34,42.264,269.1,216.2
51.92,42.44,70.22,81.07,61.53,266,214.8
55.97,51.86,65.39,70.95,25.56,267.8,215.2
43.52,41.78,66.21,70.01,32.062,269.3,215.4
63.71,62.5,67.56,70.59,19.52,272.6,215.8
56.01,58,56.54,56.91,1.682E-45,3.868E-45,3.097E-45
53.15,52.43,75.38,78.2,24.6,267.2,215.8
46.31,40.72,71.41,78.94,57.793,268.9,214.8
53.43,52.1,62.52,65.67,19.63,270.3,215.4
43.28,42.07,69.44,72.76,30.412,271.2,215.5
51.92,47.64,81.68,87.82,43.92,268.8,215.1
45.9,41.78,62.19,68.13,39.933,268.7,216.2
61.99,53.74,75.34,84.92,49.94,266.1,215.4
56.59,52.55,74.93,80.66,32.48,266.5,216.3
51.02,43.79,66.33,74.97,52.44,270.6,214.5
56.3,52.14,76.65,82.3,25.47,266.2,216
60.31,52.1,85.57,95.19,51.57,266.6,216.8
48.07,42.68,66.99,74.11,46.228,267.5,215.2
60.48,52.43,85.49,95.07,54.08,265.5,216.4
51.3,47.27,85.21,91.1,42.01,268.8,215.1
47.62,42.64,66,72.59,38.32,268,215.7
56.01,48.7,85.25,94.05,49.95,266.5,215.4
43.57,41.99,80.74,84.55,37.566,270.3,216
56.63,49.36,85.29,94.01,50.77,268.6,215.3
55.44,51.57,65.84,71.2,26.32,268.8,214.9
48.32,47.35,75.79,78.78,25.17,271.1,215.3
49.71,44.2,68.09,75.34,47.592,268.3,215.7
48.97,47.52,66.21,69.6,25.448,270.6,215.8
48.89,47.35,85.16,88.85,33.8,269,214.9
56.3,51.94,75.5,81.6,37.63,266.1,214.8
56.34,51.98,66.25,72.14,30.02,267.7,215.8
50.36,46.41,74.81,80.62,38.57,266.5,216
57,52.8,85.21,91.1,35.26,268.1,216.1
55.36,46.86,70.79,80.74,53.22,265.4,216.9
44.22,42.32,66.04,70.05,36.7639,270.4,213.4
52,47.84,85.37,91.39,43.76,269.1,214.5
48.11,46.9,65.02,68.21,25.982,270.7,214.1
48.97,47.52,66.21,69.56,23.03,268.6,215.5
55.28,46.78,70.71,80.66,55.76,266.2,216
50.81,46.86,78.7,84.84,53.13762,268.2,215.7
53.64,52.31,85.21,88.52,25.12,268.5,215.7
51.47,42.44,69.93,80.41,61.13,265.5,214.5
48.44,47.56,74.97,77.96,26.702,269.7,216.3
44.3,42.36,66.66,70.91,41.668,267.2,216.1
52,45.26,78.65,86.39,30.8,271.7,216.5
51.14,46.7,87.91,94.25,45.41,268.6,216.4
55.07,47.56,80.13,88.19,25.31,275.4,215.2
50.98,46.25,64.49,70.67,33.2,270.2,214.5
49.01,47.39,85.62,89.26,30.04,270.3,215.5
48.11,46.86,64.69,67.88,23.03,269.2,216
48.4,47.56,74.64,77.59,26.563,268.7,214.9
55.6,47.23,70.02,79.72,53.32,266.8,214.5
51.43,45.39,71.37,78.41,26.21,270.5,214.6
49.79,42.11,65.43,74.44,48.08,267.3,214.8
50.12,42.85,80.7,89.54,53.92,267.5,215.5
50.85,47.31,86.23,92.04,54.0716,268.8,215.3
55.64,47.23,70.06,79.76,49.58,266.9,216.2
54.58,51.9,86.19,90.81,33.933,268.1,215.3
53.92,52.1,64.61,68.33,26.416,269.5,215.4
43.36,42.44,68.62,71.77,33.698,270.8,213.3
49.99,46.08,75.09,80.9,41.822,267.8,215.1
51.63,42.52,69.97,80.41,55.44,266.3,216.1
62.07,54.07,85.62,94.99,51.99,267.3,215
56.22,51.82,66.25,72.06,27.32,269.1,215.2
56.34,52.02,75.46,81.52,36.35,266.8,216.5
46.19,41.99,80.09,86.19,41.98,267.1,216.6
48.6,43.34,63.18,69.81,27.59,266.5,217.4
51.3,46.57,86.56,93.19,48.97,269.7,216.1
53.35,52.27,62.28,65.22,19.61,270.3,214.7
55.11,48.05,84.43,92.9,43.18,265.8,216
63.51,55.58,85.82,94.91,40.48,265.8,215.6
48.44,47.11,65.06,68.33,24.612,270.2,215.1
54.42,52.31,65.43,69.36,23.61,268.3,217.3
43.57,41.99,65.63,69.28,29.73,268.1,216.3
49.01,47.39,85.41,89.13,32.95,269.2,214.9
60.48,52.27,85.62,95.36,58.56,267.5,216.1
55.85,51.9,65.31,70.83,29.07,268.4,215.8
45.53,41.13,69.24,75.42,42.42,269.3,214.8
61.95,54.56,85.12,93.47,27.52,266.6,217.1
51.3,46.41,64.98,71.28,32.64,268.9,213.6
55.56,47.19,70.06,79.76,54.29,267.5,214.5
51.43,47.23,85.78,91.8,40.39,268.4,216.1
49.79,43.54,66.49,73.86,28.76,267.2,215
49.75,43.67,64.98,72.31,31.93,266.6,214.8
51.71,44.81,80.5,88.77,43.9,269.3,216.5
55.85,46.94,75.13,85.49,58.81,267.6,217.3
54.29,47.56,81.32,88.97,25.92,270.5,216.8
56.34,52.31,74.81,80.62,37.85,267,214.4
56.59,49.65,85,93.35,44.2,267.2,215.8
50.08,47.97,86.35,90.65,40.877,271.3,215.8
58.59,51.61,70.1,78.45,42.99,265.8,214.5
55.52,46.82,70.22,80.25,54.9,267.2,215.4
56.01,47.15,75.22,85.49,59.08,267.5,215.9
57.36,51.98,77.14,84.18,42.26,265.8,214.3
53.6,52.35,84.76,88.03,26.57,268.3,214.5
50.24,46.25,75.79,81.56,37.7,267.6,214.7
55.93,51.82,65.31,70.87,24.98,267.5,215.6
50.98,46.29,64.45,70.67,33.7,269,215.9
53.64,52.31,62.48,65.63,19.5,269.4,214.9
43.97,42.4,80.09,83.85,36.484,270.2,214.8
56.95,52.68,85.33,91.3,36.42,268.8,216.2
49.67,42.73,72.06,79.84,23.76,268.3,215.3
51.22,46.04,65.72,72.55,41.614,269,216.5
55.19,48.58,82.59,90.49,38.86,268.1,215.1
55.93,51.9,65.35,70.91,28.53,268.2,215.2
49.63,46.86,66.21,70.71,26.69,268.5,215.4
43.65,42.15,80.21,83.98,39.029,270,214.7
50.12,42.64,77.3,85.78,34.06,268.2,215.4
45.61,41.05,69.65,75.95,44.231,269.9,213.2
43.61,42.03,80.74,84.55,38.621,271.5,215.2
50.44,46.33,75.3,81.19,39.34,269.1,215.5
51.75,44.9,80.42,88.64,40.91,266.7,216.2
55.11,47.43,70.1,79.23,53.99,269.6,216.3
48.4,46.94,65.96,69.32,23.57,269.4,215.1
50.69,46.66,74.97,80.78,39.62,268.6,213.9
51.26,42.44,69.61,79.76,54.7,266.6,215.5
47.62,42.52,68.75,75.42,39.35,268.9,214.9
55.48,57.3,56.67,57.16,13.84,271.5,215.2
54.66,47.39,81.97,89.83,23.34,275.4,216.3
56.67,52.39,81.11,87.13,36.98,268.1,216.7
53.6,47.07,78.49,86.76,51.94,265.6,215.9
55.97,47.15,75.22,85.49,59.39,266.7,215.7
61.21,52.02,75.83,86.51,61.16,265.7,216.4
50.73,46.7,75.01,80.74,37.9,269.8,213.4
51.34,44.36,76.98,84.88,26.15,266.9,214.9
48.97,47.39,85.74,89.38,30.88,271.2,217.2
61.66,53.7,85.7,95.11,49.36,264.8,216.4
43.61,42.03,65.63,69.28,29.795,266.7,214.8
48.85,46.49,87.62,92.04,36.665,268.8,215.4
48.11,42.77,65.76,72.63,39.36,268.8,215.1
58.39,51.45,70.02,78.37,43.54,266.2,215.4
57.77,52.02,73.66,81.19,45.44,264.7,217.2
56.34,47.48,75.26,85.57,59.06,266.1,215.5
56.59,52.18,75.62,81.72,37.7,266.8,213.9
51.67,42.23,70.1,80.95,64.15,265.7,213.8
50.81,46.62,76.2,82.13,38.03,269,215.7
50.12,46.04,75.17,81.07,38.38,267.2,216.1
49.22,47.8,84.92,88.44,30.63,268,215.1
43.69,42.4,70.71,74.31,38.9077,270.4,215.2
52.78,52.06,75.17,78.04,26.65,267.5,215
50.73,46.53,76.07,82.05,39.23,267.4,214.7
50.69,46.7,74.97,80.7,35.69,267.7,215.4
47.5,42.52,65.88,72.47,37.87,267.2,215.4
43.77,42.36,65.8,69.44,36.185,268.3,213.9
51.3,44.16,80.91,89.42,49.82,269.9,214.1
59,51.77,70.42,78.98,41.87,265.5,215.2
48.36,46.9,65.96,69.32,23.41,270.9,216.9
56.18,47.39,75.17,85.37,59.09,268.1,216.1
51.02,43.87,80.7,89.34,52.2,267.5,213.7
59.25,52.1,70.75,79.31,43.73,266.9,217
45.69,41.33,69.4,75.5,41.875,269.9,213.8
56.26,48.91,85.33,94.21,51.94,266.2,215
61.05,52.02,75.71,86.15,56.18,265.3,216.3
57.81,52.92,82.59,88.97,33.84,270,216.6
57.9,57.34,60.39,62.89,18.01,270,215.8
48.23,46.94,65.02,68.29,25.581,270.6,216.1
51.47,44.45,80.54,88.97,43.31,266.5,216.4
62.24,53.94,86.02,95.73,53.35,265.8,215.2
52.7,51.94,75.13,77.87,20.39,266.7,214.7
56.26,51.86,85.62,91.84,42.32,269.4,216.7
56.95,52.55,85.66,91.67,34.31,268.9,216.1
56.09,51.94,65.84,71.57,28.84,266.6,216.2
53.76,51.9,64.53,68.21,23.41,269.2,215.2
53.47,52.06,62.52,65.71,20.83,275.4,215.8
43.16,42.4,60.68,63.63,29.719,269.4,214.2
53.76,55.13,58.06,58.96,15.54,268.9,215.8
45.86,42.68,76.81,81.97,41.313,270.3,214.9
47,41.78,66.33,73.29,46.978,268.8,214.7
48.07,47.15,75.01,78.08,28.549,268.2,215
61.42,54.19,83.49,91.51,21.26,266.9,216.3
56.95,52.72,85.33,91.3,37.28,268.1,216.1
60.6,52.55,85.49,94.95,49.47,265.1,215.9
56.01,51.94,65.35,70.95,27.89,267.9,215.9
59,51.9,70.55,79.06,42.66,265.6,216.4
53.47,52.1,62.56,65.71,18.07,271.4,217
48.93,47.35,74.27,78,35.156,270,214
47.99,47.27,75.62,78.57,31.769,271.9,215.1
55.6,46.9,70.26,80.25,48.81,265.5,216.7
46.96,42.6,68.66,74.64,34.14,268.9,216
47.86,47.15,74.89,77.75,26.674,267.9,215.4
43.52,42.52,68.34,71.45,28.454,271.2,216.1
56.75,51,67.76,74.27,13.66,272.3,216.6
43.52,41.87,66.13,69.85,31.789,270.1,215.6
56.79,52.47,75.75,81.72,32.61,265.5,215.8
59.41,51.86,71.57,80.41,44.89,268.1,216
51.02,43.75,66.33,75.05,50.82,269.9,216.5
43.97,42.44,80.09,83.81,36.355,269.4,213.6
61.13,52.27,75.5,85.65,47.12,262.9,216.1
50.28,42.28,66.58,75.95,51.06,267.8,216.1
47.78,46.9,75.01,78.08,30.827,269.3,213.9
53.52,52.22,85.12,88.44,28.09,269.9,213.7
56.01,51.94,65.35,71,29.83,267.5,215.3
48.23,43.26,61.46,67.68,23.26,266.9,215.3
55.15,51.49,66,71.2,27.249,268.6,213.7
60.84,60.86,59.25,59.61,1.682E-45,3.868E-45,3.097E-45
52.78,51.9,76.12,79.06,24.73,267.2,214.6
49.54,43.87,64.49,71.41,31.78,270.3,215.5
49.13,47.68,85.08,88.64,32,270.2,215.2
48.85,47.27,85.25,88.85,28.83,269.2,216
43.48,42.44,68.5,71.61,27.913,271,214.2
55.36,48.29,85.33,94.05,56.99,268.5,215.4
43.69,42.23,80.25,84.02,40.497,269.8,214
43.73,42.15,65.67,69.36,31.097,268.1,216.7
55.97,51.9,65.27,70.87,27.45,267.6,216.2
54.5,53.29,84.43,87.91,36.49,271,216.2
56.95,52.76,85.21,91.18,38.92,268.1,215.6
51.92,45.1,80.21,88.27,36.24,267.1,216.2
46.76,43.01,79.88,85.74,50.398,268.5,213.6
55.97,48.58,85.21,94.13,53.32,267.8,215.7
43.52,42.32,71,74.35,31.708,270.8,215.8
56.09,48.74,85.25,94.17,54.11,268.1,216.4
57.04,47.97,76.28,86.84,60.95,265.5,215.7
43.93,42.11,66.86,70.83,36.151,268.5,214.2
55.97,51.86,65.31,70.87,26.59,267.6,213.9
53.92,52.1,64.49,68.13,22.64,269.9,216.8
43.73,42.32,80.13,83.85,39.113,269.8,216.1
43.57,41.95,65.63,69.32,32.119,269.3,213.6
50.94,42.6,67.68,77.26,52.42,269.8,215.5
59.98,53.17,78.94,86.43,18.86,270.4,215.2
43.32,42.11,69.24,72.72,35.442,268.5,215.7
54.5,51.94,86.93,91.39,32.241,269.3,215.3
43.16,42.28,61.33,64.4,29.606,268.2,215.6
49.13,47.64,85.29,88.85,30.7,271.2,216.3
56.22,51.9,66.25,72.1,32.01,270.2,215.6
57.16,52.18,67.84,74.6,44.851,267.2,214.8
50.69,47.02,66.04,71.36,29.59,268,216
43.89,42.23,80.17,83.98,35.681,269.6,213.9
59.12,61.07,59.61,59.94,1.682E-45,3.868E-45,3.097E-45
51.47,42.44,69.93,80.37,58.73,266.3,215.7
51.18,46.21,65.35,72.22,52.4,270.3,215.2
53.31,51.86,62.48,65.75,21.33,270.6,214.4
52.9,51.94,76.2,79.14,20.95,265.9,216.1
57.36,53.49,70.55,76.2,31.65,263.7,216.9
51.3,46.12,65.76,72.43,36.18,269.5,216
53.11,52.39,75.3,78.08,22.95,266.8,215.6
57.32,53.04,85.9,91.59,25.05,267.9,215.5
51.75,44.69,78.37,86.35,28.29,268.4,215.1
48.32,47.39,75.83,78.78,24.43,270.4,215.6
53.84,52.14,62.97,66.49,22.59,269.3,214.5
62.32,54.85,80.09,87.99,9.42,266.7,215.6
62.28,55.34,86.19,93.93,22.78,269.7,216
59.53,61.52,59.98,60.39,1.682E-45,3.868E-45,3.097E-45
48.85,47.27,85.25,88.89,30.95,269.7,215.5
59.41,51.86,71.53,80.37,43.74,267.2,216
49.91,42.44,79.6,88.48,51.27,268.4,214.7
52.29,43.01,71.2,81.76,59.69,269.4,216.2
56.75,52.55,84.67,90.65,37.86,266.6,215.4
48.97,47.68,65.76,68.99,23.13,267.5,214.8
45.61,41.66,70.55,75.95,25.4,269.4,215.4
43.57,41.95,80.74,84.55,37.941,271.8,214.4
55.32,48.25,85.37,94.09,53.71,266.4,215.8
51.63,42.52,70.71,81.27,58.44,266.4,217.4
47.58,43.46,81.03,87.01,43.48,270.7,216
50.69,46.66,74.97,80.74,37.03,267.5,214
48.36,47.48,75.01,78,27.627,269.5,213.9
60.03,52.59,71.69,80.5,46.51,268.3,216.7
55.28,46.78,70.71,80.62,56.16,266.3,214.8
51.67,42.56,70.67,81.23,61.07,266.1,215.4
50.61,46.16,66.04,71.9,32.53,275.4,215.7
55.6,47.19,70.06,79.72,47.96,266,215.3
56.01,52.1,65.31,70.71,24.97,268.1,216.2
57.04,51.69,68.46,75.46,38.882,264.3,215.8
57.86,52.88,67.84,74.39,37.748,270.1,216.7
49.17,47.68,85.33,88.93,31.85,269.8,215.8
55.4,48.38,85.33,94.05,55.38,267.5,216.7
56.95,52.72,85.33,91.3,38.23,267.9,214.8
45.53,41.17,69.16,75.34,41.228,268.8,216.9
52.98,47.23,87.5,94.95,48.16,267,214.2
45.65,41.25,69.4,75.54,39.886,269.2,215.7
59.98,52.51,85.33,94.29,51.75,268.6,216.9
56.59,52.27,75.62,81.68,34.56,265,216.7
50.73,46.7,74.97,80.74,35.81,268,215.9
61.95,53.33,75.62,85.61,50.74,264.2,215.9
43.52,41.74,71.86,75.87,39.95,271.6,215.9
45.65,42.68,69.03,73.86,35.22,271.6,215.6
46.84,42.4,81.15,87.37,42.89,270.4,215.7
56.14,51.86,76.07,82.01,33.98,267.2,215.6
55.19,48.05,85.33,94.09,55.85,269.1,216.1
53.15,46.82,72.1,80.04,53.339,273.1,216.7
56.79,52.63,85.08,90.98,37.64,268.5,215.3
53.68,52.31,85.21,88.52,23.94,268.3,215.3
48.19,46.94,76.77,80.21,32.649,268.4,215.3
50.28,46.21,75.26,81.15,40.04,267.7,214.8
50.98,44.85,66.45,73.66,25.5,267.8,216.2
61.21,52.18,75.5,85.9,55.47,265.3,215.8
43.4,41.99,71.2,74.76,33.456,269.3,214
52.33,47.02,88.11,95.44,57.48,267.2,214.4
45.9,41.21,71.16,77.59,41.12,268,215.5
48.93,41.66,63.87,72.47,47.14,267.7,213.6
47.17,42.32,65.06,71.61,41.431,268.5,215.3
55.36,47.76,78.9,87.05,26.14,275.4,215.2
53.72,52.35,85.86,89.26,27.24,269.6,216.5
57.04,50.83,77.34,85.29,48.19077,265.1,216.5
48.32,47.48,75.09,78.04,26.665,268.3,214.3
46.23,41.95,80.09,86.19,41.75,268.7,215.6
54.09,51.49,65.88,70.18,24.841,270.2,215.6
46.88,42.68,80.21,86.31,45.42,269.4,215.1
46.06,41.82,80.13,86.23,44.97,269.8,214.5
45.65,41.33,69.11,75.25,42.199,268.4,215.2
45.9,41.58,69.07,75.17,40.107,269.8,217
47,42.81,80.09,86.31,49.991,268.7,214.7
56.71,52.47,85.04,91.02,37.82,267.9,215.2
53.72,51.86,64.53,68.21,22.34,269.1,217
53.88,52.68,85.21,88.48,28.31,270.1,215.4
59.29,52.1,70.83,79.39,39.74,264.7,217
60.52,52.27,75.83,85.53,53.84,266.5,216.4
51.59,47.35,85.74,91.84,41.96,268,216.1
57.9,52.59,72.06,78.82,34.03,266.5,214.7
56.55,52.1,75.62,81.68,30.84,264.8,216.3
46.72,42.73,80.25,86.27,48.044,268.3,214.7
53.52,52.1,85.25,88.73,29.77,267.8,213.4
60.27,52.31,85.37,94.78,54.94,267.7,215.3
47,41.87,66.21,73.08,45.027,267.8,214.9
51.3,47.23,85.29,91.14,37.78,268.7,216.5
46.8,42.56,80.21,86.43,49.206,268.6,214
59,52.18,70.3,78.61,45.995,266.9,215.9
48.11,46.82,64.77,67.92,21.95,271.9,214.8
55.19,48.05,85,93.64,47.8,266.4,216
56.01,53.66,85.66,89.91,29.75,268.3,215.6
45.53,41.13,69.2,75.38,43.594,269.9,214.1
48.07,47.15,75.58,78.65,28.281,268.3,215.7
49.38,47.84,85.7,89.34,33.22,271.7,215.7
53.92,52.06,64.24,67.84,20.52,270.3,215.7
53.43,52.06,62.48,65.67,20.02,269.5,214.5
53.43,52.06,62.52,65.67,18.45,270.2,215.1
53.47,52.1,62.52,65.67,17.65,269.1,215.7
43.57,42.03,71.69,75.42,34.883,269,216
50.69,46.7,75.01,80.78,39.45,269.4,214.5
53.76,52.51,62.28,65.35,19.04,269.6,214.6
49.17,47.72,85.08,88.6,29.46,268.7,215.5
52.04,46.04,80.29,88.15,52.68,265.2,215.7
51.63,43.87,70.02,79.39,57.58,266.6,215.8
58.88,60.91,59.25,59.61,1.682E-45,3.868E-45,3.097E-45
47.25,42.03,66.49,73.45,46.471,267.6,214
46.92,42.07,64.86,71.41,39.718,266.8,215.4
48.89,47.6,65.8,68.99,20.87,267.1,215.8
48.15,47.07,64.94,68.05,25.814,269.4,214.4
47.54,42.44,66.21,73.13,47.136,267.6,215.5
52.33,43.91,70.75,80.7,57.73,265.6,215.9
48.81,47.31,85.98,89.75,37.325,266.7,214.4
56.01,48.62,85.25,94.13,54.13,267.8,214
53.27,48.13,73.66,80.37,43.18,272.2,214.7
50.73,46.7,75.01,80.78,37.46,269,214.9
55.11,48.54,82.46,90.32,38.79,269.1,215.9
50.12,46.08,75.17,81.07,43.308,269.7,214.5
51.51,43.87,70.22,79.51,58.37,266.4,215.5
56.5,52.47,75.46,81.35,39.994,267.4,216
55.97,47.15,75.22,85.49,60.02,266.2,214.9
48.4,47.48,74.93,77.92,25.35,268.7,215.5
59.17,52.06,70.75,79.27,42.87,265.3,216
59.12,51.9,70.59,79.1,40.03,265.6,215.5
51.88,42.44,70.18,81.03,61.26,266.4,216.1
61.09,54.03,76.24,85.04,57.758,267.9,216.6
61.17,61.11,59.66,59.9,1.682E-45,3.868E-45,3.097E-45
56.14,49.11,85.41,94.05,53.65,267.6,215.5
47.58,42.56,65.92,72.55,37.09,267.5,216.7
56.5,49.19,85.33,94.13,49.53,266.7,215.8
52.7,51.98,75.09,77.92,24.72,267.6,216
51.3,46.16,65.96,72.43,27.28,267,215.8
50.69,46.7,74.93,80.74,40.743,269.6,215
48.15,47.19,75.62,78.65,25.31,268.3,215.9
53.11,52.18,76.07,78.98,21.02,267.7,217.1
43.65,41.99,66.13,69.85,32.322,269.5,214
49.63,43.38,75.46,83.24,51.69,273.9,215.6
45.9,41.21,71.2,77.63,41.98,268.6,215.3
55.93,51.86,65.31,70.91,28.16,267.4,215.2
